frame,t,elbow_angle,knee_angle,phase,rep,fps
399,37.157817799999975,,71.2,down,1,15.5
400,37.21884059999866,,68.1,down,1,15.6
401,37.294844599999124,,64.3,down,1,15.3
402,37.35922930000015,,63.0,down,1,15.4
403,37.42199029999938,,63.6,down,1,15.4
404,37.48299929999848,,64.5,down,1,15.5
405,37.56103139999868,,74.1,down,1,15.2
406,37.636745199999496,,80.7,down,1,15.0
407,37.72064080000018,,101.1,up,1,14.7
408,37.78933529999995,,108.4,up,1,14.7
409,37.85456759999943,,113.0,up,1,14.8
410,37.92686369999865,,139.7,up,1,14.7
411,37.996114300000045,,146.5,up,1,14.7
412,38.05676659999881,,157.1,up,1,14.8
413,38.1206001999999,,163.0,up,1,14.9
414,38.19594639999923,,166.5,up,1,14.8
415,38.260396699999546,,169.3,up,2,14.8
416,38.32434949999879,,168.9,up,2,14.9
417,38.39645810000002,,168.9,up,2,14.8
418,38.4657258999996,,170.2,up,2,14.8
419,38.52545039999859,,170.3,up,2,15.0
420,38.59217129999888,,169.2,up,2,15.0
421,38.67067849999876,,168.5,up,2,14.7
422,38.73162339999908,,166.0,up,2,14.9
423,38.80657369999972,,159.6,up,2,14.8
424,38.87515910000002,,141.5,up,2,14.7
425,38.954633399998784,,133.5,up,2,14.5
426,39.021025899999586,,109.3,up,2,14.6
427,39.08796470000016,,94.6,down,2,14.6
428,39.1430752999986,,88.9,down,2,15.0
429,39.202780300000086,,82.6,down,2,15.1
430,39.2707894999985,,76.4,down,2,15.1
431,39.33925449999879,,71.9,down,2,15.1
432,39.40468409999994,,68.0,down,2,15.1
433,39.476730399999724,,66.6,down,2,15.0
434,39.53871599999911,,67.0,down,2,15.1
435,39.602991399999155,,67.7,down,2,15.1
436,39.67763079999895,,74.6,down,2,14.9
437,39.74215849999928,,76.7,down,2,15.0
438,39.80212599999868,,96.2,down,2,15.2
439,39.87161269999888,,107.5,up,2,15.1
440,39.94411839999884,,118.6,up,2,15.0
441,40.009609899998395,,125.1,up,2,15.0
442,40.090431999999055,,145.0,up,2,14.7
443,40.1646114999985,,148.5,up,2,14.6
444,40.22121909999987,,162.9,up,2,14.9
445,40.285034799999266,,169.5,up,2,15.0
446,40.35996669999986,,169.6,up,2,14.8
447,40.4288861999994,,170.0,up,3,14.8
448,40.495485599998574,,171.5,up,3,14.8
449,40.57394620000014,,169.1,up,3,14.6
450,40.63975019999998,,167.0,up,3,14.7
451,40.705292599999666,,164.7,up,3,14.7
452,40.76416179999978,,163.1,up,3,15.0
453,40.83110879999913,,162.7,up,3,15.0
454,40.8952520999992,,144.2,up,3,15.0
455,40.959397999999055,,138.6,up,3,15.1
456,41.026780499998495,,116.1,up,3,15.0
457,41.08918429999903,,101.0,up,3,15.1
458,41.15737999999874,,94.1,down,3,15.1
459,41.24510389999887,,85.4,down,3,14.7
460,41.32439669999985,,72.7,down,3,14.5
461,41.39056179999898,,68.4,down,3,14.6
462,41.47527709999849,,64.1,down,3,14.3
463,41.54808689999845,,65.6,down,3,14.2
464,41.61892850000004,,68.8,down,3,14.2
465,41.70215129999997,,71.4,down,3,14.0
466,41.764987499998824,,74.9,down,3,14.2
467,41.83413879999898,,81.7,down,3,14.2
468,41.91026679999959,,90.7,down,3,14.1
469,41.981079999999565,,116.2,up,3,14.1
470,42.058740299999045,,125.7,up,3,14.0
471,42.13632679999864,,139.4,up,3,13.9
472,42.194261699998606,,150.0,up,3,14.2
473,42.26144009999916,,154.1,up,3,14.3
474,42.33653249999952,,156.8,up,3,14.2
475,42.414782699999705,,169.1,up,3,14.0
476,42.472901600000114,,171.1,up,4,14.4
477,42.552112899998974,,171.5,up,4,14.2
478,42.618311999998696,,169.5,up,4,14.3
479,42.6832231999997,,171.9,up,4,14.4
480,42.75716560000001,,171.9,up,4,14.3
481,42.81616489999942,,171.5,up,4,14.6
482,42.87869349999892,,171.2,up,4,14.7
483,42.956944999999905,,170.7,up,4,14.5
484,43.0219535999986,,170.0,up,4,14.6
485,43.0878718999993,,170.1,up,4,14.7
486,43.163161699998454,,169.5,up,4,14.5
487,43.22522239999853,,166.9,up,4,14.7
488,43.29598269999951,,164.5,up,4,14.6
489,43.36747800000012,,151.7,up,4,14.6
490,43.42916249999871,,144.2,up,4,14.7
491,43.490561499998876,,136.5,up,4,14.9
492,43.54535140000007,,109.9,up,4,15.2
493,43.61803559999862,,101.7,up,4,15.1
494,43.6900743999995,,96.7,down,4,15.0
495,43.753804500000115,,84.0,down,4,15.0
496,43.830104999999094,,79.9,down,4,14.8
497,43.896451499998875,,73.4,down,4,14.9
498,43.95549140000003,,70.8,down,4,15.1
499,44.01939979999952,,68.2,down,4,15.1
500,44.10452919999989,,68.1,down,4,14.8
501,44.17787539999881,,72.5,down,4,14.7
502,44.259493999999904,,72.6,down,4,14.4
503,44.318952999999965,,86.8,down,4,14.7
504,44.38810620000004,,97.1,down,4,14.6
505,44.45569969999997,,102.0,up,4,14.7
506,44.54090069999984,,121.9,up,4,14.4
507,44.625434399998994,,138.4,up,4,14.1
508,44.706030699999246,,150.9,up,4,13.9
509,44.776483599998755,,155.5,up,4,14.0
510,44.84386359999917,,167.1,up,4,14.1
511,44.933828899998844,,167.9,up,4,13.8
512,45.00160129999858,,171.6,up,5,13.9
513,45.070223499998974,,173.5,up,5,13.9
514,45.1422750999991,,173.2,up,5,13.9
515,45.20471339999858,,172.7,up,5,14.1
516,45.26186869999947,,171.9,up,5,14.5
517,45.33026329999848,,172.9,up,5,14.5
518,45.403212899998834,,172.1,up,5,14.4
519,45.46783030000006,,172.4,up,5,14.5
520,45.52518139999847,,172.1,up,5,14.8
521,45.600858299998436,,169.3,up,5,14.6
522,45.66169489999993,,165.0,up,5,14.8
523,45.725254299999506,,163.5,up,5,14.9
524,45.811268099998415,,150.4,up,5,14.6
525,45.87906059999841,,141.5,up,5,14.6
526,45.94907280000007,,127.0,up,5,14.6
527,46.02341829999932,,108.1,up,5,14.5
528,46.08146889999989,,101.1,up,5,14.7
529,46.14633159999903,,97.5,down,5,14.8
530,46.21381370000017,,83.2,down,5,14.8
531,46.27521650000017,,79.3,down,5,15.0
532,46.33688029999939,,76.9,down,5,15.1
533,46.401213899998766,,71.1,down,5,15.1
534,46.486108299999614,,69.1,down,5,14.8
535,46.55687659999967,,69.2,down,5,14.7
536,46.645783399999345,,70.2,down,5,14.4
537,46.72553189999962,,72.3,down,5,14.2
538,46.78647279999859,,86.0,down,5,14.4
539,46.85132469999917,,93.3,down,5,14.5
540,46.936530899998615,,101.1,up,5,14.2
541,46.99516179999955,,122.2,up,5,14.5
542,47.080627399998775,,124.4,up,5,14.2
543,47.14980619999915,,150.3,up,5,14.3
544,47.213397099998474,,157.1,up,5,14.4
545,47.28068229999917,,162.4,up,5,14.5
546,47.35926749999999,,170.1,up,5,14.3
547,47.41768359999878,,170.1,up,6,14.6
548,47.48592479999934,,170.9,up,6,14.6
549,47.55113089999941,,170.9,up,6,14.6
550,47.617090599998846,,169.0,up,6,14.7
551,47.67475639999975,,170.4,up,6,15.0
552,47.73371429999861,,171.6,up,6,15.2
553,47.79274719999921,,171.4,up,6,15.3
554,47.852246299999024,,170.8,up,6,15.5
555,47.92591629999879,,170.5,up,6,15.3
556,48.00785409999844,,169.5,up,6,15.0
557,48.07134479999877,,165.9,up,6,15.1
558,48.139724699998624,,145.0,up,6,15.0
559,48.21370649999881,,134.5,up,6,14.9
560,48.286989399999584,,125.9,up,6,14.7
561,48.3495555999998,,103.0,up,6,14.9
562,48.42367259999992,,96.7,down,6,14.7
563,48.48081850000017,,88.9,down,6,15.0
564,48.54689700000017,,78.8,down,6,15.0
565,48.62281299999995,,75.7,down,6,14.8
566,48.68462649999856,,71.3,down,6,15.0
567,48.74967959999958,,66.4,down,6,15.0
568,48.81700009999986,,63.9,down,6,15.0
569,48.88487600000008,,64.0,down,6,15.0
570,48.95028459999958,,70.8,down,6,15.0
571,49.02000959999896,,73.0,down,6,14.9
572,49.09525349999967,,73.8,down,6,14.8
573,49.153145700000096,,96.5,down,6,15.0
574,49.22038249999969,,102.2,up,6,15.0
575,49.29381039999862,,127.6,up,6,14.9
576,49.36558319999858,,134.5,up,6,14.8
577,49.42567599999893,,142.7,up,6,15.0
578,49.49197219999951,,147.2,up,6,15.0
579,49.558954000000085,,163.7,up,6,15.0
580,49.61585019999984,,169.8,up,6,15.2
581,49.67750849999902,,173.3,up,6,15.3
582,49.74744119999923,,173.3,up,7,15.2
583,49.81473919999917,,174.7,up,7,15.2
584,49.87662619999901,,175.0,up,7,15.3
585,49.96018049999839,,173.4,up,7,15.0
586,50.02429849999862,,174.3,up,7,15.0
587,50.08919269999933,,172.1,up,7,15.1
588,50.15364489999956,,170.5,up,7,15.1
589,50.22091939999882,,169.6,up,7,15.1
590,50.284625700000106,,169.3,up,7,15.1
591,50.356552100000044,,161.2,up,7,15.0
592,50.424446799999714,,154.1,up,7,15.0
593,50.48523549999845,,128.9,up,7,15.1
594,50.55651409999882,,118.4,up,7,15.0
595,50.62375139999858,,112.5,up,7,15.0
596,50.68530959999953,,107.8,up,7,15.1
597,50.74768969999968,,85.1,down,7,15.2
598,50.82318579999992,,82.5,down,7,15.0
599,50.88033319999886,,80.2,down,7,15.3
600,50.93806549999863,,73.8,down,7,15.5
601,50.99676599999839,,69.0,down,7,15.6
602,51.05892949999907,,66.7,down,7,15.7
603,51.12298980000014,,65.9,down,7,15.7
604,51.18546199999946,,69.9,down,7,15.7
605,51.254978399998436,,73.4,down,7,15.6
606,51.31174250000004,,74.7,down,7,15.8
607,51.390505599998505,,88.7,down,7,15.5
608,51.46330709999893,,96.7,down,7,15.3
609,51.52150900000015,,104.8,up,7,15.5
610,51.58095580000008,,125.3,up,7,15.6
611,51.66810609999993,,135.5,up,7,15.2
612,51.73248629999944,,151.9,up,7,15.2
613,51.79268579999916,,159.9,up,7,15.4
614,51.84897899999851,,166.8,up,7,15.6
615,51.92444350000005,,165.8,up,7,15.4
616,51.99782400000004,,169.6,up,8,15.2
617,52.06740069999978,,172.4,up,8,15.1
618,52.13660929999969,,171.9,up,8,15.1
619,52.19625309999901,,170.9,up,8,15.2
620,52.27091879999898,,172.9,up,8,15.0
621,52.35282389999884,,172.3,up,8,14.8
622,52.415554399998655,,172.7,up,8,14.9
623,52.47826769999847,,171.5,up,8,15.0
624,52.54532469999867,,171.0,up,8,15.0
625,52.61640660000012,,170.9,up,8,14.9
626,52.68688539999857,,170.7,up,8,14.8
627,52.76266349999969,,169.2,up,8,14.7
628,52.83898529999897,,167.2,up,8,14.5
629,52.90999389999888,,155.6,up,8,14.5
630,52.98295859999962,,147.4,up,8,14.4
631,53.075096499998835,,140.7,up,8,14.0
632,53.14694899999995,,115.7,up,8,14.0
633,53.23822399999881,,108.9,up,8,13.7
634,53.33114310000019,,88.4,down,8,13.4
635,53.41343689999849,,74.4,down,8,13.3
636,53.48023060000014,,72.5,down,8,13.5
637,53.54991209999935,,67.9,down,8,13.5
638,53.61699829999998,,65.2,down,8,13.7
639,53.6845701000002,,65.0,down,8,13.8
640,53.758879299999535,,72.2,down,8,13.8
641,53.84128249999958,,74.5,down,8,13.6
642,53.916366299999936,,75.8,down,8,13.6
643,53.97844879999866,,94.9,down,8,13.8
644,54.0468364999997,,102.7,up,8,13.9
645,54.11592639999981,,107.9,up,8,14.0
646,54.176344399998925,,127.0,up,8,14.2
647,54.24228690000018,,136.2,up,8,14.3
648,54.31601999999839,,141.7,up,8,14.2
649,54.377674999999726,,156.2,up,8,14.4
650,54.434647699999914,,163.3,up,8,14.7
651,54.50349679999999,,164.5,up,8,14.7
652,54.564096099999006,,169.6,up,8,14.9
653,54.62635760000012,,169.8,up,9,15.0
654,54.683761099999174,,168.0,up,9,15.3
655,54.752667499999006,,171.5,up,9,15.2
656,54.81678759999886,,172.5,up,9,15.2
657,54.88480309999977,,170.7,up,9,15.2
658,54.9625673999999,,170.4,up,9,14.9
659,55.01812280000013,,169.9,up,9,15.2
660,55.08178520000001,,169.4,up,9,15.3
661,55.15032699999938,,168.9,up,9,15.2
662,55.21616829999948,,169.0,up,9,15.2
663,55.273873999998614,,168.5,up,9,15.4
664,55.3363518999995,,167.2,up,9,15.5
665,55.415570999999545,,158.7,up,9,15.2
666,55.485160399999586,,153.2,up,9,15.1
667,55.56982359999893,,146.2,up,9,14.8
668,55.64579849999973,,124.1,up,9,14.6
669,55.716519899999184,,116.6,up,9,14.6
670,55.780301799999506,,93.8,down,9,14.7
671,55.86508039999899,,88.0,down,9,14.4
672,55.92730010000014,,83.9,down,9,14.6
673,56.007265299998835,,75.3,down,9,14.4
674,56.086826499999006,,73.6,down,9,14.2
675,56.14953079999941,,67.4,down,9,14.4
676,56.213433499999155,,64.5,down,9,14.5
677,56.2926940999987,,65.8,down,9,14.3
678,56.36559959999977,,72.4,down,9,14.2
679,56.43705819999923,,74.8,down,9,14.2
680,56.5156379,,86.9,down,9,14.1
681,56.580753799999,,95.0,down,9,14.2
682,56.65199329999996,,116.5,up,9,14.2
683,56.72143799999867,,119.4,up,9,14.2
684,56.78116929999851,,127.1,up,9,14.5
685,56.84545299999991,,133.1,up,9,14.6
686,56.92062879999867,,151.4,up,9,14.4
687,56.975505799999155,,155.6,up,9,14.8
688,57.036267899999075,,160.8,up,9,15.0
689,57.115796399999454,,171.3,up,9,14.7
690,57.18042069999865,,174.4,up,10,14.8
691,118.76383609999903,,158.9,up,0,13.3
692,118.92699249999896,,160.9,up,0,12.6
693,119.03038729999935,,161.2,up,0,12.3
694,119.11043539999991,,165.9,up,0,12.3
695,119.17436099999941,,167.3,up,0,12.7
696,119.24308169999858,,167.0,up,0,12.9
697,119.30589409999993,,167.6,up,0,13.2
698,119.36643939999885,,168.2,up,0,13.5
699,119.43440509999891,,167.7,up,0,13.6
700,119.49308239999846,,168.0,up,0,14.0
701,119.56527109999843,,167.4,up,0,14.0
702,119.6273498999999,,168.4,up,0,14.2
703,119.70217319999938,,168.7,up,0,14.1
704,119.77049759999863,,168.4,up,0,14.1
705,119.830423899999,,166.9,up,0,14.4
706,119.90877649999857,,164.6,up,0,14.2
707,119.97375920000013,,160.6,up,0,14.3
708,120.03534969999964,,159.8,up,0,14.5
709,120.10030109999934,,159.4,up,0,14.6
710,120.16348809999909,,160.3,up,0,14.7
711,120.23592599999938,,160.3,up,0,14.6
712,120.29207169999972,,160.1,up,0,15.0
713,120.36781100000007,,159.9,up,0,14.8
714,120.42850519999956,,156.8,up,0,15.0
715,120.49712219999856,,157.8,up,0,14.9
716,120.56308689999969,,155.8,up,0,14.9
717,120.6299156999994,,160.2,up,0,14.9
718,120.691534399999,,159.6,up,0,15.1
719,120.76756879999994,,160.1,up,0,14.9
720,120.82898539999951,,161.7,up,0,15.0
721,120.90371699999923,,162.3,up,0,14.9
722,120.97728939999979,,161.6,up,0,14.7
723,121.03867079999873,,159.6,up,0,14.9
724,121.09395059999952,,156.6,up,0,15.2
725,121.15515769999911,,153.4,up,0,15.3
726,121.2240540999992,,152.4,up,0,15.2
727,121.28723899999932,,153.6,up,0,15.3
728,121.35116609999932,,153.0,up,0,15.3
729,121.41551829999844,,162.9,up,0,15.4
730,121.4810452999991,,166.6,up,0,15.3
731,121.5413908999999,,169.9,up,0,15.5
732,121.60351679999985,,170.8,up,0,15.5
733,121.67748419999953,,171.3,up,0,15.3
734,121.75594329999876,,171.5,up,0,15.1
735,121.83022619999974,,168.2,up,0,14.9
736,121.88958679999996,,166.6,up,0,15.1
737,121.94871359999888,,166.2,up,0,15.3
738,122.00573399999848,,166.6,up,0,15.5
739,122.0823978999997,,167.4,up,0,15.3
740,122.15198119999877,,167.3,up,0,15.2
741,122.22302829999899,,168.2,up,0,15.1
742,122.29955299999892,,167.6,up,0,14.9
743,122.36490830000002,,168.5,up,0,14.9
744,122.41847599999892,,168.7,up,0,15.3
745,122.4984902999986,,168.4,up,0,15.0
746,122.56306129999939,,166.1,up,0,15.1
747,122.62464989999899,,151.1,up,0,15.2
748,122.6882057999992,,142.8,up,0,15.2
749,122.76610009999968,,136.7,up,0,15.0
750,122.82051689999935,,117.0,up,0,15.3
751,122.8944264999991,,109.3,up,0,15.1
752,122.95743619999848,,105.5,up,0,15.2
753,123.02496239999891,,92.0,down,0,15.2
754,123.09166009999899,,86.8,down,0,15.2
755,123.16056089999984,,82.2,down,0,15.1
756,123.21895179999956,,75.0,down,0,15.3
757,123.28927529999964,,72.0,down,0,15.2
758,123.36812859999918,,69.2,down,0,14.9
759,123.42893000000004,,63.8,down,0,15.1
760,123.48703639999985,,65.1,down,0,15.3
761,123.55686969999988,,64.9,down,0,15.2
762,123.63429569999971,,70.1,down,0,15.0
763,123.70402639999884,,70.5,down,0,14.9
764,123.7639006999998,,74.9,down,0,15.1
765,123.83126249999987,,94.6,down,0,15.1
766,123.8903577000001,,102.2,up,0,15.3
767,123.95735389999936,,108.9,up,0,15.2
768,124.033102899999,,131.4,up,0,15.0
769,124.10372579999967,,141.3,up,0,14.9
770,124.16656340000009,,144.2,up,0,15.0
771,124.24552349999976,,160.2,up,0,14.8
772,124.3008807999995,,167.1,up,0,15.1
773,124.37655069999892,,170.4,up,0,14.9
774,124.44196550000015,,169.5,up,1,15.0
775,124.50614489999862,,169.9,up,1,15.0
776,124.56180759999916,,171.1,up,1,15.3
777,124.6233857999996,,171.4,up,1,15.4
778,124.69512070000019,,171.3,up,1,15.3
779,124.76058329999978,,170.7,up,1,15.3
780,124.82864639999934,,169.9,up,1,15.2
781,124.90434669999922,,169.4,up,1,15.0
782,124.97497669999939,,169.0,up,1,14.9
783,125.04759729999932,,168.5,up,1,14.8
784,125.12515709999934,,166.1,up,1,14.6
785,125.19547759999841,,155.1,up,1,14.6
786,125.25886059999902,,147.9,up,1,14.7
787,125.33552729999974,,140.4,up,1,14.5
788,125.3951120999991,,124.1,up,1,14.8
789,125.45494859999963,,116.7,up,1,15.0
790,125.5183565999996,,108.3,up,1,15.0
791,125.58506010000019,,92.0,down,1,15.0
792,125.66021569999975,,87.8,down,1,14.9
793,125.73243550000007,,84.4,down,1,14.8
